Feature ID	Accession ID	Type	Contig	Start	Stop	Frame	Strand	Length (bp)	Function	Subsystem	NCBI GI	locus
fig|6666666.353979.peg.3967	PZPP01000001.1	CDS	enterobacter_cloacae_contig-18_4188565	156367	157734	1	+	1368	L-serine dehydratase (EC 4.3.1.17)	Glycine and Serine Utilization; <br>Pyruvate Alanine Serine Interconversions	 	 
fig|6666666.353979.peg.3968	PZPP01000001.1	CDS	enterobacter_cloacae_contig-18_4188565	157847	158602	2	+	756	DNA polymerase I (EC 2.7.7.7)	DNA Repair Base Excision	 	 
fig|6666666.353979.peg.3969	PZPP01000001.1	CDS	enterobacter_cloacae_contig-18_4188565	159763	158663	-1	-	1101	LSU rRNA 2&#39;-O-methyl-C2498 methyltransferase RlmM	RNA methylation	 	 
fig|6666666.353979.peg.3970	PZPP01000001.1	CDS	enterobacter_cloacae_contig-18_4188565	160151	159756	-2	-	396	COG2363	- none -	 	 
fig|6666666.353979.peg.3971	PZPP01000001.1	CDS	enterobacter_cloacae_contig-18_4188565	161108	160191	-2	-	918	Glycine cleavage system transcriptional activator GcvA	Glycine cleavage system; <br>LysR-family proteins in Escherichia coli; <br>Orphan regulatory proteins	 	 
fig|6666666.353979.peg.3972	PZPP01000001.1	CDS	enterobacter_cloacae_contig-18_4188565	161683	161456	-1	-	228	probable lipoprotein	- none -	 	 
fig|6666666.353979.peg.3973	PZPP01000001.1	CDS	enterobacter_cloacae_contig-18_4188565	161876	163081	2	+	1206	Cysteine desulfurase CsdA-CsdE (EC 2.8.1.7), main protein CsdA	Alanine biosynthesis; <br>mnm5U34 biosynthesis bacteria	 	 
fig|6666666.353979.peg.3974	PZPP01000001.1	CDS	enterobacter_cloacae_contig-18_4188565	163081	163527	1	+	447	Cysteine desulfurase CsdA-CsdE, sulfur acceptor protein CsdE	- none -	 	 
fig|6666666.353979.peg.3975	PZPP01000001.1	CDS	enterobacter_cloacae_contig-18_4188565	164324	163518	-2	-	807	CsdL (EC-YgdL) protein of the HesA/MoeB/ThiF family, part of the CsdA-E-L sulfur transfer pathway	- none -	 	 
fig|6666666.353979.peg.3976	PZPP01000001.1	CDS	enterobacter_cloacae_contig-18_4188565	165498	164401	-3	-	1098	Membrane-bound lytic murein transglycosylase A precursor (EC 3.2.1.-)	Murein Hydrolases	 	 
fig|6666666.353979.peg.3977	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	609	208	-3	-	402	hypothetical protein	- none -	 	 
fig|6666666.353979.peg.3978	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	1157	933	-2	-	225	hypothetical protein	- none -	 	 
fig|6666666.353979.peg.3979	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	1993	1877	-1	-	117	hypothetical protein	- none -	 	 
fig|6666666.353979.peg.3980	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	3591	2701	-3	-	891	2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)	D-galactarate, D-glucarate and D-glycerate catabolism; <br>D-galactarate, D-glucarate and D-glycerate catabolism - gjo; <br>Glycerate metabolism	 	 
fig|6666666.353979.peg.3981	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	4383	3613	-3	-	771	2-dehydro-3-deoxyglucarate aldolase (EC 4.1.2.20)	D-galactarate, D-glucarate and D-glycerate catabolism; <br>D-galactarate, D-glucarate and D-glycerate catabolism - gjo; <br>Glycerate metabolism	 	 
fig|6666666.353979.peg.3982	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	4720	6291	1	+	1572	D-galactarate dehydratase (EC 4.2.1.42)	D-Galacturonate and D-Glucuronate Utilization; <br>D-galactarate, D-glucarate and D-glycerate catabolism; <br>D-galactarate, D-glucarate and D-glycerate catabolism - gjo	 	 
fig|6666666.353979.peg.3983	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	7140	6331	-3	-	810	Transcriptional repressor of aga operon	N-Acetyl-Galactosamine and Galactosamine Utilization	 	 
fig|6666666.353979.peg.3984	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	7341	8687	3	+	1347	Tagatose-6-phosphate kinase AgaZ (EC 2.7.1.144)	N-Acetyl-Galactosamine and Galactosamine Utilization	 	 
fig|6666666.353979.peg.3985	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	8708	9181	2	+	474	PTS system, N-acetylgalactosamine-specific IIB component (EC 2.7.1.69)	N-Acetyl-Galactosamine and Galactosamine Utilization	 	 
fig|6666666.353979.peg.3986	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	9192	9971	3	+	780	PTS system, N-acetylgalactosamine-specific IIC component	- none -	 	 
fig|6666666.353979.peg.3987	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	9961	10839	1	+	879	PTS system, N-acetylgalactosamine-specific IID component (EC 2.7.1.69)	N-Acetyl-Galactosamine and Galactosamine Utilization	 	 
fig|6666666.353979.peg.3988	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	10856	11290	2	+	435	PTS system, N-acetylgalactosamine- and galactosamine-specific IIA component (EC 2.7.1.69)	N-Acetyl-Galactosamine and Galactosamine Utilization	 	 
fig|6666666.353979.peg.3989	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	11287	12420	1	+	1134	N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)	Chitin and N-acetylglucosamine utilization; <br>Sialic Acid Metabolism	 	 
fig|6666666.353979.peg.3990	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	12667	13812	1	+	1146	Galactosamine-6-phosphate isomerase (EC 5.3.1.-)	N-Acetyl-Galactosamine and Galactosamine Utilization	 	 
fig|6666666.353979.peg.3991	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	13825	14697	1	+	873	Tagatose 1,6-bisphosphate aldolase (EC 4.1.2.40)	N-Acetyl-Galactosamine and Galactosamine Utilization	 	 
fig|6666666.353979.peg.3992	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	14655	16607	3	+	1953	Predicted exported alpha-N-acetylgalactosaminidase (EC 3.2.1.49)	N-Acetyl-Galactosamine and Galactosamine Utilization	 	 
fig|6666666.353979.peg.3993	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	17607	16627	-3	-	981	Type I restriction-modification system, specificity subunit S (EC 3.1.21.3)	Restriction-Modification System; <br>Type I Restriction-Modification	 	 
fig|6666666.353979.peg.3994	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	18475	17612	-1	-	864	rRNA small subunit methyltransferase I	16S rRNA modification within P site of ribosome; <br>CBSS-160492.1.peg.550; <br>Heat shock dnaK gene cluster extended	 	 
fig|6666666.353979.peg.3995	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	18538	20694	1	+	2157	LppC putative lipoprotein	CBSS-160492.1.peg.550	 	 
fig|6666666.353979.peg.3996	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	20652	21047	3	+	396	Predicted endonuclease distantly related to archaeal Holliday junction resolvase	CBSS-160492.1.peg.550	 	 
fig|6666666.353979.peg.3997	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	21069	21659	3	+	591	Phosphoheptose isomerase (EC 5.3.1.-)	CBSS-160492.1.peg.550; <br>Capsular heptose biosynthesis; <br>LOS core oligosaccharide biosynthesis	 	 
fig|6666666.353979.peg.3998	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	21669	22244	3	+	576	21 kDa hemolysin precursor	CBSS-160492.1.peg.550	 	 
fig|6666666.353979.peg.3999	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	23318	22281	-2	-	1038	FIG006303: protein yraQ	- none -	 	 
fig|6666666.353979.peg.4000	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	24003	23359	-3	-	645	Nucleoside-diphosphate-sugar epimerases	- none -	 	 
fig|6666666.353979.peg.4001	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	24132	24650	3	+	519	General stress protein 18	- none -	 	 
fig|6666666.353979.peg.4002	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	25070	24630	-2	-	441	FIG01219785: hypothetical protein	- none -	 	 
fig|6666666.353979.peg.4003	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	25121	25408	2	+	288	FIG137864: putative endonuclease containing a URI domain	CBSS-214092.1.peg.3450	 	 
fig|6666666.353979.peg.4004	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	25898	25395	-2	-	504	FIG002208: Acetyltransferase (EC 2.3.1.-)	CBSS-214092.1.peg.3450	 	 
fig|6666666.353979.peg.4005	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	26416	25892	-1	-	525	FIG138517: Putative lipid carrier protein	CBSS-214092.1.peg.3450	 	 
fig|6666666.353979.peg.4006	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	26628	27623	3	+	996	FIG139552: Putative protease	CBSS-214092.1.peg.3450	 	 
fig|6666666.353979.peg.4007	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	27631	28509	1	+	879	FIG139928: Putative protease	CBSS-214092.1.peg.3450	 	 
fig|6666666.353979.peg.4008	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	28599	29600	3	+	1002	Luciferase-like monooxygenase (EC 1.14.-.-)	- none -	 	 
fig|6666666.353979.peg.4009	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	30953	29658	-2	-	1296	Tryptophan-specific transport protein	- none -	 	 
fig|6666666.353979.peg.4010	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	32934	31045	-3	-	1890	DEAD-box ATP-dependent RNA helicase CshA (EC 3.6.4.13)	- none -	 	 
fig|6666666.353979.peg.4011	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	33999	33115	-3	-	885	Lipoprotein nlpI precursor	- none -	 	 
fig|6666666.353979.peg.4012	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	36246	34108	-3	-	2139	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)	Bacterial RNA-metabolizing Zn-dependent hydrolases; <br>Polyadenylation bacterial	 	 
fig|6666666.353979.peg.4013	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	36758	36489	-2	-	270	SSU ribosomal protein S15p (S13e)	Ribosome SSU bacterial	 	 
fig|6666666.353979.peg.4014	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	37863	36913	-3	-	951	tRNA pseudouridine synthase B (EC 4.2.1.70)	CBSS-138119.3.peg.2719; <br>RNA pseudouridine syntheses; <br>Riboflavin, FMN and FAD metabolism in plants; <br>tRNA modification Bacteria; <br>tRNA processing	 	 
fig|6666666.353979.peg.4015	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	38267	37863	-2	-	405	Ribosome-binding factor A	CBSS-138119.3.peg.2719; <br>NusA-TFII Cluster; <br>Translation initiation factors bacterial	 	 
fig|6666666.353979.peg.4016	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	41047	38357	-1	-	2691	Translation initiation factor 2	CBSS-138119.3.peg.2719; <br>NusA-TFII Cluster; <br>Translation initiation factors bacterial; <br>Universal GTPases	 	 
fig|6666666.353979.peg.4017	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	42574	41072	-1	-	1503	Transcription termination protein NusA	NusA-TFII Cluster; <br>Transcription factors bacterial	 	 
fig|6666666.353979.peg.4018	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	43025	42603	-2	-	423	FIG000325: clustered with transcription termination protein NusA	NusA-TFII Cluster; <br>Transcription factors bacterial	 	 
fig|6666666.353979.peg.4019	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	43626	44972	3	+	1347	Argininosuccinate synthase (EC 6.3.4.5)	Arginine Biosynthesis -- gjo; <br>Arginine Biosynthesis extended	 	 
fig|6666666.353979.peg.4020	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	45512	45180	-2	-	333	Preprotein translocase subunit SecG (TC 3.A.5.1.1)	CBSS-331978.3.peg.2915; <br>Murein hydrolase regulation and cell death	 	 
fig|6666666.353979.peg.4021	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	47073	45736	-3	-	1338	Phosphoglucosamine mutase (EC 5.4.2.10)	Sialic Acid Metabolism; <br>UDP-N-acetylmuramate from Fructose-6-phosphate Biosynthesis	 	 
fig|6666666.353979.peg.4022	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	47914	47066	-1	-	849	Dihydropteroate synthase (EC 2.5.1.15)	Aminoglycoside phosphotransferase (antibiotic) cluster; <br>Folate Biosynthesis; <br>Folate biosynthesis cluster	 	 
fig|6666666.353979.peg.4023	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	49947	48013	-3	-	1935	Cell division protein FtsH (EC 3.4.24.-)	Bacterial Cell Division; <br>Cell division-ribosomal stress proteins cluster; <br>Folate biosynthesis cluster	 	 
fig|6666666.353979.peg.4024	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	50676	50050	-3	-	627	Heat shock protein FtsJ/RrmJ @ Ribosomal RNA large subunit methyltransferase E (EC 2.1.1.-)	RNA methylation	 	 
fig|6666666.353979.peg.4025	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	50765	51097	2	+	333	FIG004454: RNA binding protein	- none -	 	 
fig|6666666.353979.peg.4026	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	51725	51249	-2	-	477	Transcription elongation factor GreA	Transcription factors bacterial	 	 
fig|6666666.353979.peg.4027	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	51951	53384	3	+	1434	D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)	Metallocarboxypeptidases (EC 3.4.17.-); <br>Murein Hydrolases; <br>Peptidoglycan Biosynthesis	 	 
fig|6666666.353979.peg.4028	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	53387	54049	2	+	663	Transcriptional regulatory protein basR/pmrA	Lipid A modifications; <br>Orphan regulatory proteins	 	 
fig|6666666.353979.peg.4029	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	54046	55089	1	+	1044	Sensor protein basS/pmrB (EC 2.7.3.-)	Lipid A modifications; <br>Orphan regulatory proteins	 	 
fig|6666666.353979.peg.4030	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	56297	55125	-2	-	1173	GTP-binding protein Obg	CBSS-176279.3.peg.868; <br>Universal GTPases	 	 
fig|6666666.353979.peg.4031	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	57278	56313	-2	-	966	Permease of the drug/metabolite transporter (DMT) superfamily	Queuosine-Archaeosine Biosynthesis	 	 
fig|6666666.353979.peg.4032	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	57632	57375	-2	-	258	LSU ribosomal protein L27p	CBSS-176279.3.peg.868; <br>Ribosome LSU bacterial	 	 
fig|6666666.353979.peg.4033	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	57963	57652	-3	-	312	LSU ribosomal protein L21p	CBSS-176279.3.peg.868; <br>Ribosome LSU bacterial	 	 
fig|6666666.353979.peg.4034	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	58221	59192	3	+	972	Octaprenyl diphosphate synthase (EC 2.5.1.90)	Isoprenoinds for Quinones; <br>Polyprenyl Diphosphate Biosynthesis	 	 
fig|6666666.353979.peg.4035	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	59423	59710	2	+	288	Ner-like regulatory protein	- none -	 	 
fig|6666666.353979.peg.4036	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	61031	59772	-2	-	1260	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)	CBSS-12149.1.peg.3301; <br>Peptidoglycan Biosynthesis; <br>UDP-N-acetylmuramate from Fructose-6-phosphate Biosynthesis	 	 
fig|6666666.353979.peg.4037	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	61336	61082	-1	-	255	YrbA protein	Broadly distributed proteins not in subsystems; <br>CBSS-12149.1.peg.3301	 	 
fig|6666666.353979.peg.4038	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	61756	61463	-1	-	294	Uncharacterized protein YrbB	CBSS-12149.1.peg.3301	 	 
fig|6666666.353979.peg.4039	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	62391	61756	-3	-	636	Uncharacterized ABC transporter, auxiliary component YrbC	CBSS-12149.1.peg.3301; <br>Lipopolysaccharide assembly	 	 
fig|6666666.353979.peg.4040	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	62958	62410	-3	-	549	Uncharacterized ABC transporter, periplasmic component YrbD	CBSS-12149.1.peg.3301; <br>Lipopolysaccharide assembly	 	 
fig|6666666.353979.peg.4041	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	63745	62963	-1	-	783	Uncharacterized ABC transporter, permease component YrbE	CBSS-12149.1.peg.3301; <br>Lipopolysaccharide assembly	 	 
fig|6666666.353979.peg.4042	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	64565	63753	-2	-	813	Uncharacterized ABC transporter, ATP-binding protein YrbF	CBSS-12149.1.peg.3301; <br>Lipopolysaccharide assembly	 	 
fig|6666666.353979.peg.4043	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	64793	65770	2	+	978	Inner membrane protein YrbG, predicted calcium/sodium:proton antiporter	CBSS-12149.1.peg.3301; <br>Lipopolysaccharide assembly	 	 
fig|6666666.353979.peg.4044	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	65784	66770	3	+	987	Arabinose 5-phosphate isomerase (EC 5.3.1.13)	Lipopolysaccharide assembly cluster	 	 
fig|6666666.353979.peg.4045	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	66770	67351	2	+	582	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (EC 3.1.3.45)	Lipopolysaccharide assembly cluster	 	 
fig|6666666.353979.peg.4046	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	67348	67923	1	+	576	Uncharacterized protein YrbK clustered with lipopolysaccharide transporters	Lipopolysaccharide assembly; <br>Lipopolysaccharide assembly cluster	 	 
fig|6666666.353979.peg.4047	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	67892	68446	2	+	555	LptA, protein essential for LPS transport across the periplasm	Lipopolysaccharide assembly; <br>Lipopolysaccharide assembly cluster	 	 
fig|6666666.353979.peg.4048	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	68453	69178	2	+	726	Lipopolysaccharide ABC transporter, ATP-binding protein LptB	Lipopolysaccharide assembly; <br>Lipopolysaccharide assembly cluster	 	 
fig|6666666.353979.peg.4049	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	69226	70659	1	+	1434	RNA polymerase sigma-54 factor RpoN	Flagellar motility; <br>Flagellum; <br>Lipopolysaccharide assembly cluster; <br>Transcription initiation, bacterial sigma factors	 	 
fig|6666666.353979.peg.4050	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	70682	70969	2	+	288	Ribosome hibernation protein YhbH	Lipopolysaccharide assembly cluster; <br>Ribosome activity modulation	 	 
fig|6666666.353979.peg.4051	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	71052	71543	3	+	492	PTS system nitrogen-specific IIA component, PtsN	- none -	 	 
fig|6666666.353979.peg.4052	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	71589	72443	3	+	855	Hypothetical ATP-binding protein UPF0042, contains P-loop	- none -	 	 
fig|6666666.353979.peg.4053	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	72440	72712	2	+	273	Phosphocarrier protein, nitrogen regulation associated	Lipopolysaccharide assembly cluster	 	 
fig|6666666.353979.peg.4054	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	73477	72752	-1	-	726	Monofunctional biosynthetic peptidoglycan transglycosylase (EC 2.4.2.-)	Peptidoglycan Biosynthesis	 	 
fig|6666666.353979.peg.4055	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	74130	73474	-3	-	657	Sigma cross-reacting protein 27A	- none -	 	 
fig|6666666.353979.peg.4056	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	76693	74360	-1	-	2334	Aerobic respiration control sensor protein arcB (EC 2.7.3.-)	- none -	 	 
fig|6666666.353979.peg.4057	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	77911	76829	-1	-	1083	FIG000906: Predicted Permease	CBSS-208964.1.peg.3826	 	 
fig|6666666.353979.peg.4058	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	78990	77911	-3	-	1080	FIG000988: Predicted permease	CBSS-208964.1.peg.3826	 	 
fig|6666666.353979.peg.4059	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	79279	80790	1	+	1512	Cytosol aminopeptidase PepA (EC 3.4.11.1)	Aminopeptidases (EC 3.4.11.-); <br>CBSS-208964.1.peg.3826; <br>Dehydrogenase complexes	 	 
fig|6666666.353979.peg.4060	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	80859	81302	3	+	444	DNA polymerase III chi subunit (EC 2.7.7.7)	CBSS-208964.1.peg.3826	 	 
fig|6666666.353979.peg.4061	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	81302	84157	2	+	2856	Valyl-tRNA synthetase (EC 6.1.1.9)	CBSS-208964.1.peg.3826; <br>tRNA aminoacylation, Val	 	 
fig|6666666.353979.peg.4062	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	84281	84784	2	+	504	Aspartate N-acetyltransferase (EC 2.3.1.17)	- none -	 	 
fig|6666666.353979.peg.4063	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	84868	85887	1	+	1020	Alcohol dehydrogenase (EC 1.1.1.1)	5-FCL-like protein; <br>Butanol Biosynthesis; <br>Fermentations: Mixed acid; <br>Glycerolipid and Glycerophospholipid Metabolism in Bacteria	 	 
fig|6666666.353979.peg.4064	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	87588	85951	-3	-	1638	Dihydroxyacetone kinase, ATP-dependent (EC 2.7.1.29)	Dihydroxyacetone kinases	 	 
fig|6666666.353979.peg.4065	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	87726	89222	3	+	1497	FIG00638157: hypothetical protein	- none -	 	 
fig|6666666.353979.peg.4066	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	90185	89202	-2	-	984	COG1242: Predicted Fe-S oxidoreductase	- none -	 	 
fig|6666666.353979.peg.4067	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	90286	90423	1	+	138	hypothetical protein	- none -	 	 
fig|6666666.353979.peg.4068	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	90830	95290	2	+	4461	Glutamate synthase [NADPH] large chain (EC 1.4.1.13)	Ammonia assimilation; <br>Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis	 	 
fig|6666666.353979.peg.4069	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	95300	96718	2	+	1419	Glutamate synthase [NADPH] small chain (EC 1.4.1.13)	Ammonia assimilation; <br>Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis	 	 
fig|6666666.353979.peg.4070	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	97244	96747	-2	-	498	ClpXP protease specificity-enhancing factor / Stringent starvation protein B	Carbon Starvation; <br>Proteolysis in bacteria, ATP-dependent	 	 
fig|6666666.353979.peg.4071	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	97888	97250	-1	-	639	Stringent starvation protein A	Carbon Starvation	 	 
fig|6666666.353979.peg.4072	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	98590	98198	-1	-	393	SSU ribosomal protein S9p (S16e)	Ribosome SSU bacterial	 	 
fig|6666666.353979.peg.4073	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	99034	98606	-1	-	429	LSU ribosomal protein L13p (L13Ae)	Ribosome LSU bacterial	 	 
fig|6666666.353979.peg.4074	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	100446	99322	-3	-	1125	ATPase, AFG1 family	Proteolysis in bacteria, ATP-dependent	 	 
fig|6666666.353979.peg.4075	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	100636	101034	1	+	399	Putative cytochrome d ubiquinol oxidase subunit III (EC 1.10.3.-) (Cytochrome bd-I oxidase subunit III)	- none -	 	 
fig|6666666.353979.peg.4076	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	101122	102573	1	+	1452	Outer membrane stress sensor protease DegQ, serine protease	Periplasmic Stress Response; <br>Proteolysis in bacteria, ATP-dependent	 	 
fig|6666666.353979.peg.4077	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	102666	103733	3	+	1068	Outer membrane stress sensor protease DegS	Periplasmic Stress Response; <br>Proteolysis in bacteria, ATP-dependent	 	 
fig|6666666.353979.peg.4078	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	104762	103824	-2	-	939	Malate dehydrogenase (EC 1.1.1.37)	Glyoxylate bypass; <br>Serine-glyoxylate cycle; <br>TCA Cycle	 	 
fig|6666666.353979.peg.4079	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	105160	105630	1	+	471	Arginine pathway regulatory protein ArgR, repressor of arg regulon	Arginine Biosynthesis -- gjo; <br>Arginine Biosynthesis extended; <br>Arginine Deiminase Pathway; <br>Arginine and Ornithine Degradation	 	 
fig|6666666.353979.peg.4080	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	106005	106268	3	+	264	probable exported protein YPO3518	- none -	 	 
fig|6666666.353979.peg.4081	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	106379	106645	2	+	267	FIG01045534: hypothetical protein	- none -	 	 
fig|6666666.353979.peg.4082	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	106984	106712	-1	-	273	probable ribonuclease inhibitor YPO3690	- none -	 	 
fig|6666666.353979.peg.4083	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	108484	107030	-1	-	1455	Aldehyde dehydrogenase B (EC 1.2.1.22)	Glycerolipid and Glycerophospholipid Metabolism in Bacteria; <br>Methylglyoxal Metabolism	 	 
fig|6666666.353979.peg.4084	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	110541	108574	-3	-	1968	FUSARIC ACID RESISTANCE PROTEIN FUSB / FUSARIC ACID RESISTANCE PROTEIN FUSC	- none -	 	 
fig|6666666.353979.peg.4085	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	111479	110547	-2	-	933	Membrane fusion component of tripartite multidrug resistance system	- none -	 	 
fig|6666666.353979.peg.4086	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	111690	111487	-3	-	204	probable membrane protein YPO3684	- none -	 	 
fig|6666666.353979.peg.4087	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	111870	112796	3	+	927	LysR family transcriptional regulator QseA	LysR-family proteins in Escherichia coli; <br>LysR-family proteins in Salmonella enterica Typhimurium	 	 
