Category	Subcategory	Subsystem	Role	Features
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine and Serine Utilization	L-serine dehydratase (EC 4.3.1.17)	fig|6666666.353979.peg.3967
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine and Serine Utilization	Glycerate kinase (EC 2.7.1.31)	fig|6666666.353979.peg.1595, fig|6666666.353979.peg.3956
Sulfur Metabolism	Inorganic sulfur assimilation	Sulfite reduction-associated complex DsrMKJOP and co-clustering genes	tRNA 5-methylaminomethyl-2-thiouridine synthase TusC	fig|6666666.353979.peg.4169
Sulfur Metabolism	Inorganic sulfur assimilation	Sulfite reduction-associated complex DsrMKJOP and co-clustering genes	tRNA 5-methylaminomethyl-2-thiouridine synthase TusB	fig|6666666.353979.peg.4168
Sulfur Metabolism	Inorganic sulfur assimilation	Sulfite reduction-associated complex DsrMKJOP and co-clustering genes	tRNA 2-thiouridine synthesizing protein E (EC 2.8.1.-)	fig|6666666.353979.peg.2333
Sulfur Metabolism	Inorganic sulfur assimilation	Sulfite reduction-associated complex DsrMKJOP and co-clustering genes	Cobyrinic acid A,C-diamide synthase	fig|6666666.353979.peg.2294
Sulfur Metabolism	Inorganic sulfur assimilation	Sulfite reduction-associated complex DsrMKJOP and co-clustering genes	tRNA 5-methylaminomethyl-2-thiouridine synthase TusD	fig|6666666.353979.peg.4170
Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	4Fe-4S ferredoxin, iron-sulfur binding	fig|6666666.353979.peg.3715
Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Ferredoxin--NADP(+) reductase (EC 1.18.1.2)	fig|6666666.353979.peg.4408
Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Putative sulfate permease	fig|6666666.353979.peg.1195, fig|6666666.353979.peg.1670
Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Adenylylsulfate kinase (EC 2.7.1.25)	fig|6666666.353979.peg.3936
Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate and thiosulfate binding protein CysP	fig|6666666.353979.peg.3590
Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	3'(2'),5'-bisphosphate nucleotidase (EC 3.1.3.7)	fig|6666666.353979.peg.553
Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate transport system permease protein CysW	fig|6666666.353979.peg.3588
Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate transport system permease protein CysT	fig|6666666.353979.peg.3589
Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)	fig|6666666.353979.peg.3938
Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Phosphoadenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.8)	fig|6666666.353979.peg.3941
Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)	fig|6666666.353979.peg.3937
Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfite reductase [NADPH] hemoprotein beta-component (EC 1.8.1.2)	fig|6666666.353979.peg.3942
Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate transporter, CysZ-type	fig|6666666.353979.peg.3579
Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate and thiosulfate import ATP-binding protein CysA (EC 3.6.3.25)	fig|6666666.353979.peg.3587
Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfite reductase [NADPH] flavoprotein alpha-component (EC 1.8.1.2)	fig|6666666.353979.peg.3943
Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate-binding protein Sbp	fig|6666666.353979.peg.4414
Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Ferredoxin	fig|6666666.353979.peg.1284, fig|6666666.353979.peg.3459
Sulfur Metabolism	Sulfur Metabolism - no subcategory	Thioredoxin-disulfide reductase	Thiol peroxidase, Tpx-type (EC 1.11.1.15)	fig|6666666.353979.peg.1338
Sulfur Metabolism	Sulfur Metabolism - no subcategory	Thioredoxin-disulfide reductase	Hydrogen peroxide-inducible genes activator	fig|6666666.353979.peg.1155, fig|6666666.353979.peg.4376
Sulfur Metabolism	Sulfur Metabolism - no subcategory	Thioredoxin-disulfide reductase	Alkyl hydroperoxide reductase protein F (EC 1.6.4.-)	fig|6666666.353979.peg.2973
Sulfur Metabolism	Sulfur Metabolism - no subcategory	Thioredoxin-disulfide reductase	Thiol peroxidase, Bcp-type (EC 1.11.1.15)	fig|6666666.353979.peg.3623
Sulfur Metabolism	Sulfur Metabolism - no subcategory	Thioredoxin-disulfide reductase	Alkyl hydroperoxide reductase subunit C-like protein	fig|6666666.353979.peg.2623, fig|6666666.353979.peg.3184
Sulfur Metabolism	Sulfur Metabolism - no subcategory	Thioredoxin-disulfide reductase	Alkyl hydroperoxide reductase protein C (EC 1.6.4.-)	fig|6666666.353979.peg.2974
Sulfur Metabolism	Sulfur Metabolism - no subcategory	Thioredoxin-disulfide reductase	Thioredoxin reductase (EC 1.8.1.9)	fig|6666666.353979.peg.2407
Sulfur Metabolism	Sulfur Metabolism - no subcategory	Galactosylceramide and Sulfatide metabolism	Beta-galactosidase (EC 3.2.1.23)	fig|6666666.353979.peg.3125
Sulfur Metabolism	Sulfur Metabolism - no subcategory	Galactosylceramide and Sulfatide metabolism	probable beta-D-galactosidase	fig|6666666.353979.peg.600
Sulfur Metabolism	Sulfur Metabolism - no subcategory	Galactosylceramide and Sulfatide metabolism	Arylsulfatase (EC 3.1.6.1)	fig|6666666.353979.peg.2687
Sulfur Metabolism	Organic sulfur assimilation	L-Cystine Uptake and Metabolism	Cystine ABC transporter, permease protein	fig|6666666.353979.peg.1009
Sulfur Metabolism	Organic sulfur assimilation	L-Cystine Uptake and Metabolism	Cystine ABC transporter, ATP-binding protein	fig|6666666.353979.peg.1010
Sulfur Metabolism	Organic sulfur assimilation	L-Cystine Uptake and Metabolism	Cystine ABC transporter, periplasmic cystine-binding protein FliY	fig|6666666.353979.peg.1007
Sulfur Metabolism	Organic sulfur assimilation	L-Cystine Uptake and Metabolism	Cystathionine beta-lyase (EC 4.4.1.8)	fig|6666666.353979.peg.2647
Sulfur Metabolism	Organic sulfur assimilation	L-Cystine Uptake and Metabolism	L-cystine uptake protein TcyP	fig|6666666.353979.peg.1999
Sulfur Metabolism	Organic sulfur assimilation	L-Cystine Uptake and Metabolism	Bacterial luciferase family protein YtmO, in cluster with L-cystine ABC transporter	fig|6666666.353979.peg.1415
Sulfur Metabolism	Organic sulfur assimilation	L-Cystine Uptake and Metabolism	Cystathionine gamma-synthase (EC 2.5.1.48)	fig|6666666.353979.peg.4394
Sulfur Metabolism	Organic sulfur assimilation	Taurine Utilization	Taurine transport ATP-binding protein TauB	fig|6666666.353979.peg.3225
Sulfur Metabolism	Organic sulfur assimilation	Taurine Utilization	Taurine transport system permease protein TauC	fig|6666666.353979.peg.3224
Sulfur Metabolism	Organic sulfur assimilation	Taurine Utilization	Alpha-ketoglutarate-dependent taurine dioxygenase (EC 1.14.11.17)	fig|6666666.353979.peg.3223
Sulfur Metabolism	Organic sulfur assimilation	Taurine Utilization	Taurine-binding periplasmic protein TauA	fig|6666666.353979.peg.3226
Sulfur Metabolism	Organic sulfur assimilation	Utilization of glutathione as a sulphur source	Gamma-glutamyltranspeptidase (EC 2.3.2.2)	fig|6666666.353979.peg.314, fig|6666666.353979.peg.2254, fig|6666666.353979.peg.3262
Sulfur Metabolism	Organic sulfur assimilation	Utilization of glutathione as a sulphur source	Putative glutathione transporter,solute-binding component	fig|6666666.353979.peg.3265
Sulfur Metabolism	Organic sulfur assimilation	Utilization of glutathione as a sulphur source	Putative glutathione transporter, permease component	fig|6666666.353979.peg.3263, fig|6666666.353979.peg.3264
Sulfur Metabolism	Organic sulfur assimilation	Alkanesulfonate assimilation	Putative arylsulfatase regulatory protein	fig|6666666.353979.peg.179
Sulfur Metabolism	Organic sulfur assimilation	Alkanesulfonate assimilation	Alkanesulfonates transport system permease protein	fig|6666666.353979.peg.2362
Sulfur Metabolism	Organic sulfur assimilation	Alkanesulfonate assimilation	probable dibenzothiophene desulfurization enzyme	fig|6666666.353979.peg.1914
Sulfur Metabolism	Organic sulfur assimilation	Alkanesulfonate assimilation	Alkanesulfonates ABC transporter ATP-binding protein	fig|6666666.353979.peg.2363
Sulfur Metabolism	Organic sulfur assimilation	Alkanesulfonate assimilation	Arylsulfatase (EC 3.1.6.1)	fig|6666666.353979.peg.2687
Sulfur Metabolism	Organic sulfur assimilation	Alkanesulfonate assimilation	Alkanesulfonates-binding protein	fig|6666666.353979.peg.2360
Sulfur Metabolism	Organic sulfur assimilation	Alkanesulfonate assimilation	Alpha-ketoglutarate-dependent taurine dioxygenase (EC 1.14.11.17)	fig|6666666.353979.peg.3223
Sulfur Metabolism	Organic sulfur assimilation	Alkanesulfonate assimilation	FMN reductase (EC 1.5.1.29)	fig|6666666.353979.peg.2359
Sulfur Metabolism	Organic sulfur assimilation	Alkanesulfonate assimilation	Alkanesulfonate monooxygenase (EC 1.14.14.5)	fig|6666666.353979.peg.2361
Sulfur Metabolism	Organic sulfur assimilation	Alkanesulfonates Utilization	Alkanesulfonates-binding protein	fig|6666666.353979.peg.2360
Sulfur Metabolism	Organic sulfur assimilation	Alkanesulfonates Utilization	Alkanesulfonates transport system permease protein	fig|6666666.353979.peg.2362
Sulfur Metabolism	Organic sulfur assimilation	Alkanesulfonates Utilization	FMN reductase (EC 1.5.1.29)	fig|6666666.353979.peg.2359
Sulfur Metabolism	Organic sulfur assimilation	Alkanesulfonates Utilization	Alkanesulfonates ABC transporter ATP-binding protein	fig|6666666.353979.peg.2363
Sulfur Metabolism	Organic sulfur assimilation	Alkanesulfonates Utilization	Alkanesulfonate monooxygenase (EC 1.14.14.5)	fig|6666666.353979.peg.2361
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	High affinity phosphate transporter and control of PHO regulon	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	fig|6666666.353979.peg.3194
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)	fig|6666666.353979.peg.29
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	High affinity phosphate transporter and control of PHO regulon	Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	fig|6666666.353979.peg.31
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system permease protein PstA (TC 3.A.1.7.1)	fig|6666666.353979.peg.30
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system regulatory protein PhoU	fig|6666666.353979.peg.32
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	High affinity phosphate transporter and control of PHO regulon	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	fig|6666666.353979.peg.28
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	High affinity phosphate transporter and control of PHO regulon	Polyphosphate kinase (EC 2.7.4.1)	fig|6666666.353979.peg.3638, fig|6666666.353979.peg.4689
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	High affinity phosphate transporter and control of PHO regulon	Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)	fig|6666666.353979.peg.3193
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphate metabolism	NAD(P) transhydrogenase subunit beta (EC 1.6.1.2)	fig|6666666.353979.peg.1782
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphate metabolism	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)	fig|6666666.353979.peg.29
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphate metabolism	Phosphate transport system permease protein PstA (TC 3.A.1.7.1)	fig|6666666.353979.peg.30
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphate metabolism	Exopolyphosphatase (EC 3.6.1.11)	fig|6666666.353979.peg.3639
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphate metabolism	Phosphate transport system regulatory protein PhoU	fig|6666666.353979.peg.32
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphate metabolism	NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2)	fig|6666666.353979.peg.1783
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphate metabolism	Polyphosphate kinase (EC 2.7.4.1)	fig|6666666.353979.peg.3638, fig|6666666.353979.peg.4689
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphate metabolism	Low-affinity inorganic phosphate transporter	fig|6666666.353979.peg.4264
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphate metabolism	Phosphate starvation-inducible protein PhoH, predicted ATPase	fig|6666666.353979.peg.2210, fig|6666666.353979.peg.2211, fig|6666666.353979.peg.2932, fig|6666666.353979.peg.2210, fig|6666666.353979.peg.2211, fig|6666666.353979.peg.2932
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphate metabolism	Sodium-dependent phosphate transporter	fig|6666666.353979.peg.266
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphate metabolism	Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)	fig|6666666.353979.peg.3193
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphate metabolism	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase (EC 3.6.1.40)	fig|6666666.353979.peg.4356
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphate metabolism	Inorganic pyrophosphatase (EC 3.6.1.1)	fig|6666666.353979.peg.562
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphate metabolism	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	fig|6666666.353979.peg.3194
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphate metabolism	Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	fig|6666666.353979.peg.31
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphate metabolism	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	fig|6666666.353979.peg.28
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphate metabolism	Alkaline phosphatase (EC 3.1.3.1)	fig|6666666.353979.peg.3208
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphate metabolism	Soluble pyridine nucleotide transhydrogenase (EC 1.6.1.1)	fig|6666666.353979.peg.4375
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Polyphosphate	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase (EC 3.6.1.40)	fig|6666666.353979.peg.4356
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Polyphosphate	Polyphosphate kinase (EC 2.7.4.1)	fig|6666666.353979.peg.3638, fig|6666666.353979.peg.4689
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Polyphosphate	Exopolyphosphatase (EC 3.6.1.11)	fig|6666666.353979.peg.3639
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Alkylphosphonate utilization	PhnO protein	fig|6666666.353979.peg.220, fig|6666666.353979.peg.278, fig|6666666.353979.peg.369
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Alkylphosphonate utilization	Transcriptional regulator PhnF	fig|6666666.353979.peg.378
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Alkylphosphonate utilization	Alkylphosphonate utilization operon protein PhnA	fig|6666666.353979.peg.383
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Alkylphosphonate utilization	PhnG protein	fig|6666666.353979.peg.377
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Alkylphosphonate utilization	PhnI protein	fig|6666666.353979.peg.375
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Alkylphosphonate utilization	Phosphonates transport ATP-binding protein PhnK	fig|6666666.353979.peg.373
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Alkylphosphonate utilization	ATP-binding protein PhnN	fig|6666666.353979.peg.370
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Alkylphosphonate utilization	PhnH protein	fig|6666666.353979.peg.376
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Alkylphosphonate utilization	Protein RcsF	fig|6666666.353979.peg.917
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Alkylphosphonate utilization	Phosphonates transport ATP-binding protein PhnL	fig|6666666.353979.peg.372
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Alkylphosphonate utilization	Metal-dependent hydrolase involved in phosphonate metabolism	fig|6666666.353979.peg.371
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Alkylphosphonate utilization	PhnB protein	fig|6666666.353979.peg.382
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Alkylphosphonate utilization	PhnJ protein	fig|6666666.353979.peg.374
Carbohydrates	Central carbohydrate metabolism	Methylglyoxal Metabolism	Methylglyoxal synthase (EC 4.2.3.3)	fig|6666666.353979.peg.2341
Carbohydrates	Central carbohydrate metabolism	Methylglyoxal Metabolism	Lactoylglutathione lyase (EC 4.4.1.5)	fig|6666666.353979.peg.1901
Carbohydrates	Central carbohydrate metabolism	Methylglyoxal Metabolism	Aldehyde dehydrogenase B (EC 1.2.1.22)	fig|6666666.353979.peg.171, fig|6666666.353979.peg.4083
Carbohydrates	Central carbohydrate metabolism	Methylglyoxal Metabolism	Aldehyde dehydrogenase (EC 1.2.1.3)	fig|6666666.353979.peg.647, fig|6666666.353979.peg.647
Carbohydrates	Central carbohydrate metabolism	Methylglyoxal Metabolism	Hydroxyacylglutathione hydrolase (EC 3.1.2.6)	fig|6666666.353979.peg.3273
Carbohydrates	Central carbohydrate metabolism	Pyruvate:ferredoxin oxidoreductase	Pyruvate-flavodoxin oxidoreductase (EC 1.2.7.-)	fig|6666666.353979.peg.1382
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Pyruvate oxidase [ubiquinone, cytochrome] (EC 1.2.2.2)	fig|6666666.353979.peg.2426
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Pyruvate dehydrogenase E1 component (EC 1.2.4.1)	fig|6666666.353979.peg.834
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Acetate permease ActP (cation/acetate symporter)	fig|6666666.353979.peg.350
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Acetaldehyde dehydrogenase (EC 1.2.1.10)	fig|6666666.353979.peg.1228
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	fig|6666666.353979.peg.352
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Protein acetyltransferase	fig|6666666.353979.peg.3735
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4)	fig|6666666.353979.peg.836
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Pyruvate decarboxylase (EC 4.1.1.1)	fig|6666666.353979.peg.3559
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	NAD-dependent protein deacetylase of SIR2 family	fig|6666666.353979.peg.2086
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Acylphosphate phosphohydrolase (EC 3.6.1.7), putative	fig|6666666.353979.peg.2334
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Putative membrane protein, clustering with ActP	fig|6666666.353979.peg.351
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Aldehyde dehydrogenase (EC 1.2.1.3)	fig|6666666.353979.peg.647
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	fig|6666666.353979.peg.835
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Phosphate acetyltransferase (EC 2.3.1.8)	fig|6666666.353979.peg.3499
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Acetate kinase (EC 2.7.2.1)	fig|6666666.353979.peg.2748, fig|6666666.353979.peg.3498
Carbohydrates	Central carbohydrate metabolism	Pyruvate Alanine Serine Interconversions	D-serine/D-alanine/glycine transporter	fig|6666666.353979.peg.545
Carbohydrates	Central carbohydrate metabolism	Pyruvate Alanine Serine Interconversions	Alanine racemase, biosynthetic (EC 5.1.1.1)	fig|6666666.353979.peg.333
Carbohydrates	Central carbohydrate metabolism	Pyruvate Alanine Serine Interconversions	L-serine dehydratase, alpha subunit (EC 4.3.1.17)	fig|6666666.353979.peg.1119
Carbohydrates	Central carbohydrate metabolism	Pyruvate Alanine Serine Interconversions	Branched-chain amino acid aminotransferase (EC 2.6.1.42)	fig|6666666.353979.peg.4364
Carbohydrates	Central carbohydrate metabolism	Pyruvate Alanine Serine Interconversions	L-serine dehydratase, beta subunit (EC 4.3.1.17)	fig|6666666.353979.peg.1119
Carbohydrates	Central carbohydrate metabolism	Pyruvate Alanine Serine Interconversions	Valine--pyruvate aminotransferase (EC 2.6.1.66)	fig|6666666.353979.peg.193
Carbohydrates	Central carbohydrate metabolism	Pyruvate Alanine Serine Interconversions	D-amino acid dehydrogenase small subunit (EC 1.4.99.1)	fig|6666666.353979.peg.1140
Carbohydrates	Central carbohydrate metabolism	Pyruvate Alanine Serine Interconversions	Serine transporter	fig|6666666.353979.peg.2505, fig|6666666.353979.peg.2744, fig|6666666.353979.peg.3966
Carbohydrates	Central carbohydrate metabolism	Pyruvate Alanine Serine Interconversions	L-alanine:glyoxylate aminotransferase (EC 2.6.1.44)	fig|6666666.353979.peg.2247
Carbohydrates	Central carbohydrate metabolism	Pyruvate Alanine Serine Interconversions	Alanine racemase, catabolic (EC 5.1.1.1)	fig|6666666.353979.peg.1141
Carbohydrates	Central carbohydrate metabolism	Pyruvate Alanine Serine Interconversions	D-serine dehydratase (EC 4.3.1.18)	fig|6666666.353979.peg.67
Carbohydrates	Central carbohydrate metabolism	Pyruvate Alanine Serine Interconversions	L-serine dehydratase (EC 4.3.1.17)	fig|6666666.353979.peg.3967
Carbohydrates	Central carbohydrate metabolism	Glyoxylate bypass	Malate dehydrogenase (EC 1.1.1.37)	fig|6666666.353979.peg.4078
Carbohydrates	Central carbohydrate metabolism	Glyoxylate bypass	Citrate synthase (si) (EC 2.3.3.1)	fig|6666666.353979.peg.2899
Carbohydrates	Central carbohydrate metabolism	Glyoxylate bypass	Aconitate hydratase 2 (EC 4.2.1.3)	fig|6666666.353979.peg.841, fig|6666666.353979.peg.1449
Carbohydrates	Central carbohydrate metabolism	Glyoxylate bypass	Isocitrate lyase (EC 4.1.3.1)	fig|6666666.353979.peg.262
Carbohydrates	Central carbohydrate metabolism	Glyoxylate bypass	Malate synthase (EC 2.3.3.9)	fig|6666666.353979.peg.261
Carbohydrates	Central carbohydrate metabolism	Glyoxylate bypass	Isocitrate dehydrogenase phosphatase (EC 2.7.11.5)/kinase (EC 3.1.3.-)	fig|6666666.353979.peg.263
Carbohydrates	Central carbohydrate metabolism	Glyoxylate bypass	Aconitate hydratase (EC 4.2.1.3)	fig|6666666.353979.peg.1309
Carbohydrates	Central carbohydrate metabolism	Dihydroxyacetone kinases	Dihydroxyacetone kinase, ATP-dependent (EC 2.7.1.29)	fig|6666666.353979.peg.4064
Carbohydrates	Central carbohydrate metabolism	Glycolysis and Gluconeogenesis	6-phosphofructokinase (EC 2.7.1.11)	fig|6666666.353979.peg.4415
Carbohydrates	Central carbohydrate metabolism	Glycolysis and Gluconeogenesis	Triosephosphate isomerase (EC 5.3.1.1)	fig|6666666.353979.peg.4411
Carbohydrates	Central carbohydrate metabolism	Glycolysis and Gluconeogenesis	Fructose-1,6-bisphosphatase, GlpX type (EC 3.1.3.11)	fig|6666666.353979.peg.4407
Carbohydrates	Central carbohydrate metabolism	Glycolysis and Gluconeogenesis	Fructose-bisphosphate aldolase class II (EC 4.1.2.13)	fig|6666666.353979.peg.2548
Carbohydrates	Central carbohydrate metabolism	Glycolysis and Gluconeogenesis	Fructose-1,6-bisphosphatase, type I (EC 3.1.3.11)	fig|6666666.353979.peg.569
Carbohydrates	Central carbohydrate metabolism	Glycolysis and Gluconeogenesis	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (EC 5.4.2.1)	fig|6666666.353979.peg.149
Carbohydrates	Central carbohydrate metabolism	Glycolysis and Gluconeogenesis	Glucose-6-phosphate isomerase (EC 5.3.1.9)	fig|6666666.353979.peg.273
Carbohydrates	Central carbohydrate metabolism	Glycolysis and Gluconeogenesis	Fructose-bisphosphate aldolase class I (EC 4.1.2.13)	fig|6666666.353979.peg.3353
Carbohydrates	Central carbohydrate metabolism	Glycolysis and Gluconeogenesis	Phosphoglycerate mutase (EC 5.4.2.1)	fig|6666666.353979.peg.731, fig|6666666.353979.peg.2867
Carbohydrates	Central carbohydrate metabolism	Glycolysis and Gluconeogenesis	Glucokinase (EC 2.7.1.2)	fig|6666666.353979.peg.3557
Carbohydrates	Central carbohydrate metabolism	Glycolysis and Gluconeogenesis	6-phosphofructokinase class II (EC 2.7.1.11)	fig|6666666.353979.peg.1993
Carbohydrates	Central carbohydrate metabolism	Glycolysis and Gluconeogenesis	Pyruvate kinase (EC 2.7.1.40)	fig|6666666.353979.peg.1078, fig|6666666.353979.peg.1930
Carbohydrates	Central carbohydrate metabolism	Glycolysis and Gluconeogenesis	Phosphoenolpyruvate synthase (EC 2.7.9.2)	fig|6666666.353979.peg.1962
Carbohydrates	Central carbohydrate metabolism	Glycolysis and Gluconeogenesis	Phosphoglycerate kinase (EC 2.7.2.3)	fig|6666666.353979.peg.2549
Carbohydrates	Central carbohydrate metabolism	Glycolysis and Gluconeogenesis	NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	fig|6666666.353979.peg.1151, fig|6666666.353979.peg.1625, fig|6666666.353979.peg.2038
Carbohydrates	Central carbohydrate metabolism	Glycolysis and Gluconeogenesis	Enolase (EC 4.2.1.11)	fig|6666666.353979.peg.3950
Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	Glucose dehydrogenase, PQQ-dependent (EC 1.1.5.2)	fig|6666666.353979.peg.848
Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	2-dehydro-3-deoxygluconate kinase (EC 2.7.1.45)	fig|6666666.353979.peg.4283
